Industry,Stock,+/-,EPS,PE,ROA,ROE,Giá SS,P/B,Beta,totalVolume,NN,von
duocpham,CGP,8.2(0.9),0,0,5%,53%,2.7,269%,0,"10,735,708","5,194,726(48%)",78
duocpham,CEC,12.5(0),645,19.4,2%,8%,25.1,50%,0,"5,977,036","1,464,273(24%)",75
duocpham,PPP,12.5(0),"1,052",11.9,4%,9%,12.3,102%,0.2,"6,000,000","2,940,000(49%)",75
duocpham,MKV,10.8(0),-379,-28.5,-1%,-4%,10.1,107%,-0.2,"5,000,038","2,450,018(49%)",54
duocpham,DCI,19(-3),0,0,2%,4%,0,0%,0,"2,412,518",0(0%),53
duocpham,DBM,22.5(-3.9),"2,313",11.4,7%,12%,17.7,149%,0,"2,912,382","491,928(17%)",51
duocpham,MTP,16.2(0),124,130.6,1%,9%,0,0%,0,"3,001,503",0(0%),49
duocpham,TW3,17(0),0,0,1%,10%,0,0%,0,"1,750,000",0(0%),30
duocpham,BCP,5.7(0),340,16.8,2%,5%,0,0%,0,"4,040,000","1,962,100(49%)",23
giaoduc,DBD,54(0),"2,980",18.4,11%,18%,17,322%,0,"52,379,000",0(0%),"2,870"
giaoduc,VNB,18(0.1),370,48.6,3%,3%,10.7,169%,0,"67,909,960","33,275,880(49%)","1,222"
giaoduc,PNC,23.9(1.6),258,86.4,0%,2%,10.4,215%,2,"10,799,351","5,409,718(50%)",246
giaoduc,DST,6.9(-0.1),36,194.4,0%,0%,10.1,69%,0.8,"32,300,000","8,085,000(25%)",226
giaoduc,EID,14.8(0.5),"2,606",5.5,8%,15%,16.9,85%,0.3,"15,000,000","7,350,000(49%)",215
giaoduc,SED,21(0),"3,749",5.6,10%,18%,21.3,99%,-0.2,"10,000,000","4,900,000(49%)",210
giaoduc,STC,31(0),"2,782",11.1,9%,14%,21,148%,0.8,"5,380,730","2,776,109(52%)",176
giaoduc,BED,36(0),"2,407",15,12%,19%,12.8,282%,-0.3,"3,000,000","1,470,000(49%)",108
giaoduc,EBS,10.1(0.1),"1,456",6.9,7%,11%,12.7,79%,0.1,"9,938,784","5,007,547(50%)",102
giaoduc,DAD,19.8(0),"2,528",7.8,12%,15%,16.5,120%,0.4,"4,988,000","2,450,000(49%)",99
giaoduc,ALT,15(0),"1,187",12.6,3%,3%,35.9,42%,-0.1,"5,736,709","3,024,536(53%)",93
giaoduc,SGD,12.5(0.5),921,13,3%,7%,17,70%,0,"4,037,000","2,027,130(50%)",50
giaoduc,SMN,10.2(0.3),"1,996",5,7%,14%,13.8,72%,0,"4,405,000","2,158,450(49%)",44
giaoduc,EFI,3.5(0),610,5.7,3%,3%,12.9,27%,0.1,"10,180,800","6,578,593(65%)",38
giaoduc,ECI,14.8(0),"1,516",9.8,6%,9%,16.6,89%,0.2,"1,860,000","911,400(49%)",28
giaoduc,DAE,15.8(-0.7),"3,149",5.2,9%,15%,21.6,77%,-0.4,"1,498,680","734,353(49%)",25
giaoduc,HBE,9.2(0),777,11.8,5%,7%,11.4,81%,0,"2,231,058","1,093,218(49%)",21
giaoduc,HTP,10.8(0),753,14.3,6%,7%,11.6,93%,-0.8,"1,759,180","884,440(50%)",19
giaoduc,LBE,17.5(0),"1,977",8.9,8%,11%,18.3,96%,0.2,"1,095,900","539,000(49%)",19
giaoduc,QST,12(0),"1,509",8,5%,14%,10.7,112%,0.2,"1,620,000","793,800(49%)",19
giaoduc,TPH,6.8(0),597,11.4,3%,5%,11.3,60%,0.2,"2,015,985","987,832(49%)",14
giaoduc,BST,11.6(0),"1,383",8.4,6%,11%,12.8,91%,-0.3,"1,100,000","539,000(49%)",13
giaoduc,HEV,13(0),"1,719",7.6,8%,11%,15.9,82%,0.5,"1,000,000","490,000(49%)",13
giaoduc,BDB,10(0),946,10.6,6%,8%,11.1,90%,0.4,"1,126,474","551,972(49%)",11
giaoduc,HST,6.8(0),568,12,1%,5%,11.2,61%,0.5,"1,488,440","735,000(49%)",10
hk,ACV,107(-0.2),"2,268",48.5,10%,19%,12,914%,0,"2,177,173,236",0(0%),"239,489"
hk,VJC,146.4(1.4),"7,276",19.9,13%,40%,25.7,564%,0.8,"451,343,284",0(0%),"65,445"
hk,HVN,43.1(-0.2),"1,402",31,2%,11%,13.9,314%,0,"1,227,533,778",0(0%),"53,398"
hk,SAS,29.6(0),"2,267",13,15%,19%,12,246%,0,"133,481,310","63,566,700(48%)","3,938"
hk,SGN,161.2(0.4),"8,322",19.5,33%,48%,18.6,871%,0,"23,995,952","5,801,414(24%)","3,887"
hk,NCT,113(0),"10,340",10.9,59%,73%,14.2,795%,0.5,"26,166,940","12,821,800(49%)","2,957"
hk,NCS,50(0.5),503,97.8,29%,41%,0,0%,0,"17,970,501","3,786,987(21%)",589
hk,MAS,89.8(0.8),"11,304",7.9,32%,75%,15.1,589%,0.1,"4,267,683","1,474,319(35%)",380
hk,NAS,31.5(-0.1),"5,357",5.9,13%,21%,23.3,136%,0,"8,315,764",0(0%),263
hk,ARM,25(0),"3,153",7.9,6%,22%,14,178%,-0.1,"2,592,740","1,270,442(49%)",65
khoangsan,MSR,24.3(-0.7),144,173.6,1%,1%,16.9,148%,0,"703,544,898","453,469(0%)","17,589"
khoangsan,SQC,82(1),-231,-350.6,-3%,-3%,7.4,1088%,0,"110,000,000","46,302,530(42%)","8,910"
khoangsan,KSV,11(0),"1,113",9.9,3%,8%,13,84%,0,"200,000,000","98,000,000(49%)","2,200"
khoangsan,KSB,42.9(0.7),"5,206",8.1,19%,35%,14.8,284%,0.4,"46,800,000","11,466,000(25%)","1,975"
khoangsan,AMD,9.1(-0.0),215,42.3,3%,5%,11.9,76%,-0.4,"166,607,716","30,575,968(18%)",590
khoangsan,MVB,4.4(-0.5),484,10.1,2%,5%,11.9,41%,0,"105,000,000",0(0%),515
khoangsan,HGM,37.7(0),"2,231",16.9,11%,13%,17.1,221%,-0.2,"12,600,000","6,174,000(49%)",475
khoangsan,LBM,33.9(0),"5,329",6.4,14%,21%,28.4,119%,-0.4,"8,157,500","4,165,000(51%)",288
khoangsan,NBC,7.3(0.3),"1,053",6.6,2%,9%,11.2,62%,0.6,"36,999,124","18,129,570(49%)",259
khoangsan,FCM,6.2(0.0),889,7,3%,6%,13.7,45%,0.7,"41,000,000","20,090,000(49%)",255
khoangsan,TVD,5.5(0.1),636,8.5,1%,6%,10.7,51%,-0.1,"44,962,864","22,031,803(49%)",243
khoangsan,MTA,2(0),-477,-4.2,-3%,-5%,12.1,17%,0,"110,113,591","53,955,659(49%)",220
khoangsan,CCM,33(-0.1),"8,090",4.1,12%,26%,31.7,104%,0.2,"6,199,900","2,254,000(36%)",205
khoangsan,BMC,15(0),810,18.5,4%,5%,15.4,98%,0.5,"12,392,630","6,072,388(49%)",186
khoangsan,THT,6.1(-0.6),988,6.8,3%,9%,11.1,60%,0.4,"24,569,052","8,599,168(35%)",165
khoangsan,TDN,5.8(0.5),181,29.3,1%,2%,10.7,49%,-0.1,"29,439,097","7,840,000(27%)",156
khoangsan,TC6,4.5(0),170,26.5,0%,2%,10.5,43%,0.5,"32,496,105","15,923,091(49%)",146
khoangsan,KSH,2.2(-0.0),51,43.5,0%,1%,11.5,19%,0.2,"57,509,675","13,746,215(24%)",128
khoangsan,TCS,4.8(0.1),224,21,0%,2%,10.7,44%,0.5,"26,846,773","7,349,622(27%)",126
khoangsan,KSA,1.3(-0.0),123,10.7,1%,1%,10.7,12%,0.1,"93,427,360","45,779,406(49%)",122
khoangsan,YBC,19.5(0),0,0,0%,6%,7.3,265%,0.9,"5,837,430","2,856,540(49%)",114
khoangsan,MDC,4.6(-0.3),"1,187",4.1,2%,11%,10.7,46%,0.5,"21,418,346","7,391,136(35%)",105
khoangsan,BKC,8.3(0),805,10.3,3%,5%,13.5,62%,-0.1,"11,541,528","5,751,486(50%)",97
khoangsan,DHM,3.8(0.0),273,13.6,2%,2%,11.7,32%,0.3,"25,143,123","11,514,201(46%)",93
khoangsan,VBG,10.6(0),952,11.1,2%,6%,10.6,100%,0,"8,600,000",0(0%),91
khoangsan,ACM,1.6(-0.1),-118,-14.4,-1%,-1%,10.5,16%,2,"51,000,000","24,990,000(49%)",87
khoangsan,MTM,2.6(0),"-7,731",-0.3,-7367%,782%,-1,-263%,0,"31,000,000","15,190,000(49%)",81
khoangsan,AMC,28(0),"3,780",7.4,11%,23%,16.7,168%,-0.5,"2,850,000","1,396,500(49%)",80
khoangsan,HPM,20.6(0.1),"-1,007",-20.4,-8%,-12%,8.5,242%,0,"3,800,000","1,862,000(49%)",78
khoangsan,KTB,1.9(0),3,633.3,0%,0%,10.3,18%,1.3,"40,200,000","19,363,580(48%)",76
khoangsan,BMJ,10.1(-0.9),0,0,15%,18%,0,0%,0,"6,000,000","2,933,900(49%)",66
khoangsan,KSQ,1.9(0.1),43,41.9,0%,0%,10.5,17%,2,"30,000,000","14,700,000(49%)",54
khoangsan,MIM,14.4(0),"4,020",3.6,14%,39%,10.3,139%,0.7,"3,409,860","1,670,831(49%)",49
khoangsan,VMI,4.4(-0.1),"1,061",4.2,5%,9%,11.3,40%,0.3,"10,949,999","5,193,999(47%)",49
khoangsan,ALV,12.8(-0.3),"2,869",4.6,7%,18%,18.8,70%,-0.1,"3,157,936","1,473,888(47%)",41
khoangsan,KSK,1.3(-0.1),83,16.9,1%,1%,9.9,14%,0.8,"23,888,000","11,705,120(49%)",33
khoangsan,KHB,1(-0.1),19,57.9,0%,0%,10.2,11%,0.6,"29,075,499","14,246,994(49%)",32
khoangsan,CMI,1.9(-0.1),"-7,351",-0.3,-37%,-734%,1,200%,1.5,"16,000,000","7,840,000(49%)",30
khoangsan,MIC,5(0),410,12.2,3%,7%,6,84%,0,"5,514,621","2,106,152(38%)",28
khoangsan,LCM,1(0),13,76.9,0%,0%,9.1,11%,0.3,"24,633,000","12,070,170(49%)",25
khoangsan,KHD,13.6(0),"2,881",4.7,8%,17%,0,0%,0,"1,717,410",0(0%),23
khoangsan,KCB,2.1(0),"5,858",0.4,9%,12%,11.3,19%,0,"8,000,000","3,920,000(49%)",17
khoangsan,KHL,0.5(0),"-1,108",-0.5,-11%,-28%,3.9,15%,0.7,"12,000,000","5,880,000(49%)",7
nangluong,DNH,23(0),"1,046",22,5%,7%,12.7,181%,0,"422,400,000",0(0%),"9,715"
nangluong,DTK,14(0),649,21.6,2%,6%,10.2,137%,0,"680,000,000",0(0%),"9,520"
nangluong,NT2,33.8(1.5),"2,487",13,7%,15%,16.3,199%,0.5,"287,876,029","139,589,254(48%)","9,298"
nangluong,PPC,22.8(0.4),"5,147",4.4,20%,29%,18,124%,1.4,"318,154,614","159,855,150(50%)","7,308"
nangluong,HND,10.6(-1.2),"1,249",10,4%,12%,10.1,123%,0,"500,000,000",0(0%),"6,250"
nangluong,QTP,8.1(0),522,15.7,2%,7%,7.5,109%,0,"450,000,000",0(0%),"3,690"
nangluong,VSH,17.2(0.3),"1,430",11.8,4%,10%,14.1,120%,0.3,"202,241,246","101,058,210(50%)","3,485"
nangluong,PGD,37.5(0),"1,434",26.2,5%,10%,14.8,253%,-0.8,"89,999,025","44,099,522(49%)","3,375"
nangluong,CHP,26.5(-0.1),"3,953",6.7,17%,29%,13.8,193%,0.1,"125,999,511","61,739,760(49%)","3,339"
nangluong,TMP,33.5(0.5),"4,286",7.7,22%,29%,15.2,217%,0,"70,000,000","34,300,000(49%)","2,310"
nangluong,SHP,22.5(0),"1,829",12.3,7%,15%,0,0%,-0.4,"93,710,200","45,917,998(49%)","2,108"
nangluong,SJD,23.6(0.1),"3,189",7.4,14%,20%,15.7,149%,0.2,"68,998,620","22,539,583(33%)","1,621"
nangluong,VPD,15(0.3),"1,420",10.6,5%,12%,12,125%,0,"102,493,098","48,965,328(48%)","1,537"
nangluong,TBC,24(0.1),"1,933",12.4,13%,14%,14.2,169%,0.3,"63,500,000","31,115,000(49%)","1,518"
nangluong,PGS,25(-0.2),"2,098",12,5%,11%,19.9,127%,0.3,"50,000,000","24,500,000(49%)","1,260"
nangluong,SBA,16.4(0),"2,385",6.9,10%,20%,12,136%,0.6,"60,288,331","29,639,247(49%)",989
nangluong,S4A,23.1(0.1),"3,388",6.8,12%,29%,11.7,197%,0.1,"42,200,000","20,678,000(49%)",971
nangluong,SEB,50(2),"8,153",5.9,20%,38%,23.6,203%,0.4,"20,000,000","9,800,000(49%)",960
nangluong,PGC,15.6(0.2),"2,041",7.5,6%,18%,12.3,125%,0.4,"60,339,285","29,567,892(49%)",929
nangluong,ND2,22(0),"2,083",10.6,5%,18%,13.1,168%,0,"47,966,746","20,349,328(42%)",914
nangluong,CNG,31.9(-1.0),"3,897",8.4,15%,23%,16.6,197%,0,"27,000,000","13,230,000(49%)",887
nangluong,GHC,34.6(0),"2,802",12.3,31%,32%,8.7,399%,0,"41,000,000","9,986,634(24%)",709
nangluong,BTP,12(0.7),385,29.4,1%,2%,16.5,68%,0.5,"59,285,600","29,637,944(50%)",683
nangluong,ISH,13.4(0),"1,615",8.3,8%,14%,11.9,113%,0,"45,000,000","22,050,000(49%)",603
nangluong,DRL,50.7(0.3),"6,913",7.3,47%,51%,13.4,375%,0.3,"9,500,000","4,655,000(49%)",479
nangluong,PIC,15(-0.1),"1,467",10.3,8%,13%,11.6,130%,0.4,"30,311,066","14,281,886(47%)",458
nangluong,HJS,21.2(0),"1,407",15.1,6%,9%,13.4,158%,0,"20,999,900","10,289,951(49%)",445
nangluong,KHP,9.8(0.1),97,100,0%,1%,15,65%,0.2,"40,051,296","20,360,135(51%)",403
nangluong,QPH,18.7(0),"1,911",10.7,8%,13%,15.7,130%,0,"18,583,100","9,105,719(49%)",379
nangluong,GSM,11.2(0),"1,412",7.9,6%,13%,11,101%,0,"28,562,000","13,995,380(49%)",320
nangluong,EIC,8(0),38,210.5,0%,0%,10.3,78%,0,"36,677,145",0(0%),293
nangluong,TDB,35(0),0,0,28%,29%,0,0%,0,"8,230,000",0(0%),288
nangluong,PCG,11.2(-0.7),-163,-73,-1%,-2%,10.9,110%,0.4,"18,870,000","9,246,300(49%)",225
nangluong,PVG,7.8(0),378,20.6,1%,3%,14,56%,0.4,"27,719,850","13,582,726(49%)",216
nangluong,SCH,12.7(0),"1,051",12.1,5%,10%,10.4,122%,0,"15,000,000",0(0%),190
nangluong,NBP,12.8(-1.1),-8,"-1,737.50",0%,0%,18.8,74%,-0.2,"12,865,500","6,304,095(49%)",179
nangluong,SP2,10(0),"-1,658",-6,-3%,25%,-7.3,-137%,0,"15,246,000",0(0%),152
nangluong,PPS,8.8(0),"1,180",7.5,0%,10%,11.6,76%,0.3,"15,000,000","7,350,000(49%)",132
nangluong,HPD,11.7(0),"2,625",4.5,10%,20%,13,90%,0,"8,306,590","4,070,229(49%)",97
nangluong,CJC,23.5(0),"1,117",21,3%,9%,24.3,97%,0.1,"4,000,000","980,000(25%)",94
nangluong,UEM,46.5(0),987,47.1,5%,11%,14.3,325%,0,"1,890,000","926,100(49%)",88
nangluong,EAD,16.5(0),0,0,4%,16%,0,0%,0,"2,877,800",0(0%),47
nangluong,PEC,9.9(0),0,0,0%,-2%,0,0%,0,"3,115,501","1,327,839(43%)",29
nganhang,VCB,54.2(0.1),"2,261",23.9,1%,15%,15,360%,1.3,"3,597,768,575","799,506,100(22%)","194,639"
nganhang,CTG,24(-0.3),"2,008",12.1,1%,12%,16.7,146%,1.9,"3,723,404,556","1,117,021,366(30%)","90,293"
nganhang,BID,25.4(0.7),"1,685",14.7,1%,13%,12.8,193%,1.5,"3,418,715,334","1,025,614,600(30%)","84,613"
nganhang,MBB,25.1(-0.6),"2,123",12.1,1%,14%,15.9,162%,1.3,"1,815,505,363","326,236,363(18%)","46,568"
nganhang,BVH,64(-3.8),"2,202",30.8,2%,11%,19.9,341%,0.8,"680,471,434","333,431,002(49%)","46,136"
nganhang,ACB,37(0.2),"1,856",19.8,1%,12%,15.4,238%,1.6,"999,407,901","281,308,951(28%)","37,806"
nganhang,STB,12.8(-0.2),384,33.7,0%,3%,12.8,101%,1.7,"1,785,215,716","565,564,714(32%)","24,414"
nganhang,EIB,12.5(-0.1),425,29.5,0%,4%,11.2,112%,0.5,"1,235,522,904","370,656,871(30%)","15,506"
nganhang,VIB,23.3(0.1),"1,303",17.7,1%,8%,15.8,145%,0,"564,442,500",0(0%),"12,982"
nganhang,SHB,9.2(0),"1,347",6.8,1%,10%,14.1,65%,1.3,"1,019,192,914","284,578,338(28%)","9,381"
nganhang,PVI,32(-0.2),"2,461",13.1,3%,9%,30.7,105%,0.7,"225,414,167","102,832,179(46%)","7,543"
nganhang,BIC,36.9(1.4),"1,057",33.6,3%,6%,17.4,204%,-0.2,"117,276,895","57,465,678(49%)","4,163"
nganhang,BMI,34(-1.4),"2,569",13.8,4%,10%,24.8,143%,-0.1,"91,354,037","40,694,445(45%)","3,234"
nganhang,VNR,22.9(0),"2,114",10.8,4%,10%,21.3,108%,0.6,"131,075,937","64,227,209(49%)","3,002"
nganhang,NVB,7.2(-0.4),43,176.7,0%,0%,10.6,71%,1.9,"301,021,552","90,306,465(30%)","2,288"
nganhang,PGI,22.7(0.7),"1,334",16.5,2%,8%,16.7,131%,0.1,"88,604,883","34,777,366(39%)","1,952"
nganhang,PTI,23.8(0),"1,346",17.7,2%,6%,22.8,104%,0.5,"80,395,709","39,393,897(49%)","1,913"
nganhang,ABI,28.5(0.6),"4,407",6.4,10%,23%,18.8,149%,0,"38,000,000","17,326,900(46%)","1,064"
nganhang,MIG,12(0),740,15.9,2%,7%,11.2,105%,0,"80,000,000",0(0%),944
thep,HPG,47.0(1.2),"4,984",9.2,16%,25%,19.9,231%,0.7,"1,516,969,700","359,146,195(24%)","69,482"
thep,HSG,24.5(0.4),"3,802",6.3,6%,26%,14.8,163%,0.6,"349,996,683","96,304,516(28%)","8,435"
thep,TVN,7.9(-0.1),"1,314",6.1,7%,13%,11.8,68%,0,"678,000,000","331,720,000(49%)","5,424"
thep,NKG,38.8(0.1),"6,226",6.2,8%,29%,21.2,183%,0.7,"130,000,000","24,516,836(19%)","5,031"
thep,POM,16(0.2),"3,714",4.3,10%,22%,17.2,92%,-0.1,"186,317,161","91,850,475(49%)","2,971"
thep,DTL,45(2.7),"3,551",11.9,9%,18%,19.4,218%,0.8,"58,207,764","30,103,445(52%)","2,599"
thep,VIS,33.6(0.1),"1,439",23.3,4%,10%,15,223%,0.7,"73,830,393","24,117,928(33%)","2,477"
thep,TIS,12.4(-0.1),433,28.9,1%,5%,10.1,123%,0,"184,000,000","139,159,800(76%)","2,300"
thep,SMC,26.6(-0.2),"8,251",3.2,7%,31%,27.4,98%,1.3,"41,999,243","14,463,996(34%)","1,124"
thep,TLH,11.3(0.1),"4,099",2.7,14%,26%,17.8,63%,0.6,"91,502,313","41,476,326(45%)","1,041"
thep,VGS,9.2(-0.1),"1,898",4.9,4%,12%,15.6,60%,0.7,"37,198,710","18,423,857(50%)",350
thep,TTS,6(0),614,9.8,3%,14%,4.4,136%,0,"50,800,000",0(0%),305
thep,HMC,13.3(-0.3),"3,268",4.2,9%,19%,17,80%,-0.6,"21,000,000","10,290,000(49%)",286
thep,DNS,12(0),"1,392",8.6,5%,12%,11.1,108%,0,"21,600,000","10,582,974(49%)",259
thep,DNY,8(0.3),"1,476",5.2,2%,11%,13.2,58%,0.3,"26,999,517","13,229,763(49%)",208
thep,VCA,13(0),"3,083",4.2,13%,19%,16.1,81%,0,"15,187,322","7,379,826(49%)",197
thep,TDS,11.7(0),"4,362",2.7,14%,22%,19.7,60%,0,"12,225,393","5,957,443(49%)",144
thep,TNS,4.8(0.1),"4,628",1,17%,341%,1.4,346%,0,"20,000,000",0(0%),94
thep,SSM,16.5(0),"1,338",12.3,4%,9%,14.7,112%,-0.3,"5,501,024","2,695,501(49%)",91
thep,KMT,8(-0.6),938,9.2,1%,7%,0,0%,0.1,"9,846,562","4,824,815(49%)",85
thep,KKC,14.1(0.3),"3,030",4.6,11%,20%,15.1,91%,0.4,"5,200,000","2,548,000(49%)",72
thep,TNB,5.7(0),87,65.5,0%,1%,14.6,39%,0,"11,500,000","12,340,165(107%)",66
thep,VDT,20(0),0,0,10%,13%,0,0%,0,"1,965,440","963,065(49%)",39
thep,BVG,1.2(0),0,0,-2%,-7%,6.7,18%,0.3,"9,750,948","4,768,964(49%)",12
thep,HLA,0.4(0),"-9,094",0,-97%,24%,-37.3,-1%,0.3,"34,457,793","16,748,513(49%)",10
daukhi,GAS,97.5(-1.2),"4,689",21,15%,22%,21.6,457%,1.3,"1,913,950,000","937,835,500(49%)","188,907"
daukhi,PLX,75(1),"3,288",22.5,8%,20%,18,412%,0.9,"1,293,878,081",0(0%),"95,747"
daukhi,PVS,23.6(-0.2),"1,897",12.5,3%,7%,26.9,89%,1.3,"446,700,421","218,883,206(49%)","10,631"
daukhi,PVD,23.4(-0.7),-504,-47.6,-1%,-2%,34.4,70%,1.4,"383,266,160","170,748,466(45%)","9,198"
daukhi,PVI,32(-0.2),"2,461",13.1,3%,9%,30.7,105%,0.7,"225,414,167","102,832,179(46%)","7,543"
daukhi,PVT,18.8(-0.5),"1,326",14.5,5%,10%,15.6,123%,1,"281,440,162","125,370,195(45%)","5,418"
daukhi,PLC,25(0.2),"2,383",10.4,5%,15%,16.1,154%,0.1,"80,798,839","39,591,431(49%)","2,004"
daukhi,PGS,25(-0.2),"2,098",12,5%,11%,19.9,127%,0.3,"50,000,000","24,500,000(49%)","1,260"
daukhi,PET,11.8(0.1),"1,501",7.8,2%,10%,19.2,61%,0.8,"86,600,124","42,434,060(49%)","1,013"
daukhi,PVX,2.2(0),-410,-5.4,-1%,-5%,7.3,30%,1.4,"400,000,000","196,000,000(49%)",880
daukhi,PXS,10.4(-0.2),651,16.3,2%,5%,13,82%,1.6,"60,000,000","29,400,000(49%)",636
daukhi,PVC,12.5(-0.1),78,161.5,0%,1%,19,66%,1.4,"50,000,000","24,500,000(49%)",630
daukhi,POS,12.2(0.3),"1,504",7.9,5%,8%,18.9,63%,0,"40,000,000",0(0%),476
daukhi,PVB,20.4(-0.4),788,26.4,4%,5%,16.9,123%,1.1,"21,599,998","10,583,999(49%)",449
daukhi,PTL,4.0(-0.2),-38,-110.5,0%,0%,9.8,43%,0.2,"98,865,080","49,000,000(50%)",420
daukhi,ASP,7.2(0.2),"1,314",5.3,4%,12%,11.1,63%,0.7,"37,339,929","18,296,565(49%)",261
daukhi,PCT,9.5(0),101,94.1,1%,1%,11.1,86%,0.6,"23,000,000","11,270,000(49%)",218
daukhi,PVE,8.5(0),"1,493",5.7,3%,12%,12.9,66%,1.4,"25,000,000","12,250,000(49%)",212
daukhi,PXL,2.3(0),125,18.4,1%,1%,10.1,23%,0.8,"82,500,412","40,479,004(49%)",190
daukhi,PPS,8.8(0),"1,180",7.5,0%,10%,11.6,76%,0.3,"15,000,000","7,350,000(49%)",132
daukhi,PVR,1.9(0),-66,-28.8,0%,-1%,9.3,20%,-0.4,"52,356,713","26,019,447(50%)",101
daukhi,PXT,4.6(-0.0),531,8.7,2%,12%,4.4,104%,0.6,"19,821,510","9,800,000(49%)",92
daukhi,PXI,2.5(0.0),"-1,167",-2.1,-3%,-13%,9,28%,0,"30,000,000","14,700,000(49%)",75
daukhi,PFL,1.5(0.1),-74,-18.9,-1%,-1%,7.2,19%,1.3,"50,000,000","24,427,400(49%)",70
daukhi,PDC,4(0),502,8,4%,5%,9.8,41%,0.1,"15,000,000","7,350,000(49%)",60
daukhi,APP,8.1(0),613,13.2,3%,5%,11.2,72%,0,"4,411,655","1,942,340(44%)",36
daukhi,PPE,13.6(0),"-1,707",-8,-21%,-32%,5.4,253%,-0.1,"2,000,000","980,000(49%)",27
daukhi,PXA,1.3(0),-537,-2.4,-4%,-52%,1,126%,1.7,"15,000,000","7,350,000(49%)",19
daukhi,PSG,0.4(0),0,0,-13%,19%,-11,-4%,1.5,"35,000,000","17,114,800(49%)",14
daukhi,PVA,0.6(0),-282,-1.8,-1%,21%,-1.3,-37%,1.5,"21,846,000","10,623,396(49%)",11
nhua,BMP,85.6(1.1),"5,265",16,15%,18%,30,282%,1.1,"81,860,938","22,284,455(27%)","6,917"
nhua,NTP,67.3(-3.7),"5,336",13.3,12%,23%,23.4,303%,0.4,"89,240,302","36,439,980(41%)","6,336"
nhua,AAA,33.1(0.4),"3,365",9.7,6%,19%,20.6,159%,0.8,"59,249,988","16,607,996(28%)","1,940"
nhua,DNP,20.3(0),"2,014",10.1,3%,10%,20,102%,0.2,"49,509,272","6,618,499(13%)","1,005"
nhua,INN,67.3(0.3),"6,901",9.7,15%,23%,30.3,221%,0.5,"10,800,000","5,292,000(49%)",724
